Asset ID,Asset Name,Solo,Entity Code,SubEntity Code,Fund/LoB Name,Fund/LoB Type,Rating,Credit Quality Step,Market Value (MVi),Modified Duration,Duration,Category,Duration Class,Corrected Duration,Multiplication Factor,Step Up Factor,"F(Rating, Duration)",Capital Charge,Capital Charge UL,Credit Spread Relief Factor,LAC of TP,LAC of TP UL
24394874_LU0003_LU0003_LXEUR,LU0003 REALKREDIT DANMARK SEC IO AO9120780__DKK LU0003_LXEUR_24394874_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,4.29400053,21.94148563,21.94148563,Covered Bond,5,1.941485633,0.005,0.155,0.164707428,0.707253784,0,0.054776305,0.038740749,0
12077023,TORONTO-DOMINION BANK COV FIX 1.000% 13.12.2021_12077023,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,0.910842314,0.191782452,1,Covered Bond,1,1,0.007,0,0.007,0.006375896,0,0.054776305,0.000349248,0
15831633,HSBC BANK CANADA REGS COV FIX 3.300% 28.11.2021_15831633,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,94.44732795,0.150684568,1,Covered Bond,1,1,0.007,0,0.007,0.661131296,0,0.054776305,0.036214329,0
13513713,ROYAL BANK OF CANADA EMTN COV VAR 08.12.2022_13513713,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,1.455481232,1.175209847,1.175209847,Covered Bond,1,1.175209847,0.007,0,0.008226469,0.011973471,0,0.054776305,0.000655863,0
21834589,DEUT PFANDBRIEFBANK AG EMTN PF VAR 29.09.2023_21834589,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,4.837997255,1.962971445,1.962971445,Covered Bond,1,1.962971445,0.009,0,0.017666743,0.085471654,0,0.054776305,0.004681821,0
21834589,DEUT PFANDBRIEFBANK AG EMTN PF VAR 29.09.2023_21834589,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,2.280925037,1.962971445,1.962971445,Covered Bond,1,1.962971445,0.009,0,0.017666743,0.040296516,0,0.054776305,0.002207294,0
18946108,HEALTH AND HAPPINESS H&H FIX 5.625% 24.10.2024_18946108,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BB,4,1341.616251,0.087672403,1,Covered Bond,1,1,0.045,0,0.045,60.37273129,0,0.054776305,3.306995141,0
19671746,LLOYDS BANK PLC COV VAR 03.02.2023_19671746,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,5.374392442,1.325656974,1.325656974,Covered Bond,1,1.325656974,0.007,0,0.009279599,0.049872206,0,0.054776305,0.002731815,0
15638340,ROYAL BANK OF CANADA 144A COV FIX 3.350% 22.10.2021_15638340,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,111.3561775,0.049313451,1,Covered Bond,1,1,0.007,0,0.007,0.779493243,0,0.054776305,0.04269776,0
24394902_LU0003_LU0003_LXEUR,LU0003 NYKREDIT REALKREDIT IO **PARTIAL CALL** AO8258144_IE00B5ZR2157_DKK LU0003_LXEUR_24394902_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,39.21480412,21.94213783,21.94213783,Covered Bond,5,1.94213783,0.005,0.155,0.164710689,6.459097411,0,0.054776305,0.35380549,0
2511127,ABN AMRO BANK NV COV FIX 3.500% 21.09.2022_2511127,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,1040306.549,0.964397654,1,Covered Bond,1,1,0.007,0,0.007,7282.145844,0,0.054776305,398.8890415,0
16168539,PKO BANK HIPOTECZNY COV FIX 0.250% 23.11.2021_16168539,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,1.025616615,0.136989281,1,Covered Bond,1,1,0.009,0,0.009,0.00923055,0,0.054776305,0.000505615,0
17555097,BANCA CARIGE SPA COV VAR 25.10.2021_17555097,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,16.40514323,0.05753532,1,Covered Bond,1,1,0.025,0,0.025,0.410128581,0,0.054776305,0.022465328,0
24728975,SOUTHERN CAL EDISON F MBS VAR 13.06.2022_24728975,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,2782.469529,0.689662453,1,Covered Bond,1,1,0.014,0,0.014,38.9545734,0,0.054776305,2.133787592,0
19428963_LU0003_LU0003_LXEUR,LU0003 CONSTELLATION OIL SA REGS 09.11.2 BB99 ZP2061171 LU0003_LXEUR_19428963_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,170.810104,0.087671319,1,Covered Bond,1,1,0.03,0,0.03,5.12430312,0,0.054776305,0.28069039,0
22390625,SOUTHERN CAL EDISON D MBS VAR 03.12.2021_22390625,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,2331.531777,0.161645754,1,Covered Bond,1,1,0.014,0,0.014,32.64144488,0,0.054776305,1.787977739,0
15638340,ROYAL BANK OF CANADA 144A COV FIX 3.350% 22.10.2021_15638340,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,236.1940323,0.049313451,1,Covered Bond,1,1,0.007,0,0.007,1.653358226,0,0.054776305,0.090564854,0
24394886_LU0003_LU0003_LXEUR,LU0003 NYKREDIT REALKREDIT IO **PARTIAL CALL** AO7057240_IE00B5ZR2157_DKK LU0003_LXEUR_24394886_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,4.042356537,21.78550599,21.78550599,Covered Bond,5,1.78550599,0.005,0.355,0.36392753,1.47112483,0,0.054776305,0.080582782,0
12077023,TORONTO-DOMINION BANK COV FIX 1.000% 13.12.2021_12077023,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,1.93195855,0.191782452,1,Covered Bond,1,1,0.007,0,0.007,0.01352371,0,0.054776305,0.000740779,0
15653146,TORONTO-DOMINION BANK 144A COV FIX 3.350% 22.10.2021_15653146,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,283.432839,0.049313451,1,Covered Bond,1,1,0.007,0,0.007,1.984029873,0,0.054776305,0.108677825,0
813975,PITCH1 COV FIX 5.125% 20.07.2022_813975,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,8.636818647,0.791790786,1,Covered Bond,1,1,0.009,0,0.009,0.077731368,0,0.054776305,0.004257837,0
22246375,PACIFIC GAS & ELECTRIC MBS VAR 15.11.2021_22246375,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,5883.032723,0.112328066,1,Covered Bond,1,1,0.025,0,0.025,147.0758181,0,0.054776305,8.056269864,0
17555097,BANCA CARIGE SPA COV VAR 25.10.2021_17555097,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,34.79642545,0.05753532,1,Covered Bond,1,1,0.025,0,0.025,0.869910636,0,0.054776305,0.04765049,0
813975,PITCH1 COV FIX 5.125% 20.07.2022_813975,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,4.071919605,0.791790786,1,Covered Bond,1,1,0.009,0,0.009,0.036647276,0,0.054776305,0.002007402,0
506717,PROGRAMA CEDULAS TDA FTA A6 COV FIX 4.250% 10.04.2031_506717,RC630,RC630,,LU0003_LXCLA,PROFIT_PART,AA,1,1398188.171,8.158239194,8.158239194,Covered Bond,2,3.158239194,0.005,0.045,0.060791196,84997.53113,0,0.141442771,12022.28634,0
24394874_LU0003_LU0003_LXEUR,LU0003 REALKREDIT DANMARK SEC IO AO9120780__DKK LU0003_LXEUR_24394874_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,2.024452017,21.94148563,21.94148563,Covered Bond,5,1.941485633,0.005,0.155,0.164707428,0.333442285,0,0.054776305,0.018264736,0
15831633,HSBC BANK CANADA REGS COV FIX 3.300% 28.11.2021_15831633,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,44.52819284,0.150684568,1,Covered Bond,1,1,0.007,0,0.007,0.31169735,0,0.054776305,0.017073629,0
18946108,HEALTH AND HAPPINESS H&H FIX 5.625% 24.10.2024_18946108,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BB,4,632.5191875,0.087672403,1,Covered Bond,1,1,0.045,0,0.045,28.46336344,0,0.054776305,1.559117876,0
24139379_LU0003_LU0003_LXEUR,LU0003 LLOYDS BANK PLC SEC COVERED AV4989670_IE00BDQZ6S97_USD LU0003_LXEUR_24139379_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,719.3261272,0.126029497,1,Covered Bond,1,1,0.014,0,0.014,10.07056578,0,0.054776305,0.551628382,0
17809766,TORONTO-DOMINION BANK EMTN COV VAR 24.06.2022_17809766,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,2.916419746,0.719398518,1,Covered Bond,1,1,0.007,0,0.007,0.020414938,0,0.054776305,0.001118255,0
22390625,SOUTHERN CAL EDISON D MBS VAR 03.12.2021_22390625,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,1099.225344,0.161645754,1,Covered Bond,1,1,0.014,0,0.014,15.38915482,0,0.054776305,0.842961038,0
19428963_LU0003_LU0003_LXEUR,LU0003 CONSTELLATION OIL SA REGS 09.11.2 BB99 ZP2061171 LU0003_LXEUR_19428963_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,362.2998573,0.087671319,1,Covered Bond,1,1,0.03,0,0.03,10.86899572,0,0.054776305,0.595363424,0
14504605,ATHENE GLOBAL FUNDING REGS VAR 01.07.2022_14504605,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,299.3732844,0.745754291,1,Covered Bond,1,1,0.014,0,0.014,4.191225982,0,0.054776305,0.229579873,0
14504605,ATHENE GLOBAL FUNDING REGS VAR 01.07.2022_14504605,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,141.1427049,0.745754291,1,Covered Bond,1,1,0.014,0,0.014,1.975997869,0,0.054776305,0.108237862,0
13513713,ROYAL BANK OF CANADA EMTN COV VAR 08.12.2022_13513713,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,3.08717475,1.175209847,1.175209847,Covered Bond,1,1.175209847,0.007,0,0.008226469,0.025396547,0,0.054776305,0.001391129,0
19671746,LLOYDS BANK PLC COV VAR 03.02.2023_19671746,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,11.39945218,1.325656974,1.325656974,Covered Bond,1,1.325656974,0.007,0,0.009279599,0.105782343,0,0.054776305,0.005794366,0
9443127,BANCA MONTE DEI PASCHI S COV FIX 1.250% 20.01.2022_9443127,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,29.55801999,0.295891701,1,Covered Bond,1,1,0.009,0,0.009,0.26602218,0,0.054776305,0.014571712,0
24394902_LU0003_LU0003_LXEUR,LU0003 NYKREDIT REALKREDIT IO **PARTIAL CALL** AO8258144_IE00B5ZR2157_DKK LU0003_LXEUR_24394902_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,18.48823464,21.94213783,21.94213783,Covered Bond,5,1.94213783,0.005,0.155,0.164710689,3.045209868,0,0.054776305,0.166805344,0
