"Asset_ID","Rating_PQ","Rating_CQ","MV_PQ","MV_CQ","CC_PQ","CC_CQ","LT_Flag_PQ","LT_Flag_CQ","deltaMV","deltaCC","CheckRating","Check_LT_Flag","CC_MV_Ratio_PQ","CC_MV_Ratio_CQ","delta_CC_MV_ratio"
"20151604","A","NA",181.08795474,0,16.483015446,0,"N","NA",-181.08795474,-16.483015446,"Missing Asset ID","Missing Asset ID",0.0910221525758892,0,-0.0910221525758892
"21282229","AAA","NA",151275.435576582,0,0,0,"N","NA",-151275.435576582,0,"Missing Asset ID","Missing Asset ID",0,0,0
"21473847","BB","NA",103.00496853,0,2.575124214,0,"N","NA",-103.00496853,-2.575124214,"Missing Asset ID","Missing Asset ID",0.0250000000072812,0,-0.0250000000072812
"21719513","B","NA",62.33133481,0,8.805357521,0,"N","NA",-62.33133481,-8.805357521,"Missing Asset ID","Missing Asset ID",0.141266949405796,0,-0.141266949405796
"21729100","AAA","NA",13895.482372,0,0,0,"N","NA",-13895.482372,0,"Missing Asset ID","Missing Asset ID",0,0,0
"22028343","B","NA",57.33730978,0,5.09804587,0,"N","NA",-57.33730978,-5.09804587,"Missing Asset ID","Missing Asset ID",0.0889132379869393,0,-0.0889132379869393
"22061182","B","NA",221.16327114,0,32.48013532,0,"N","NA",-221.16327114,-32.48013532,"Missing Asset ID","Missing Asset ID",0.146860440038615,0,-0.146860440038615
"22554053","BB","NA",2593.1830102,0,283.51148521,0,"N","NA",-2593.1830102,-283.51148521,"Missing Asset ID","Missing Asset ID",0.109329532121273,0,-0.109329532121273
"22554162","B","NA",49.81157847,0,2.241521031,0,"N","NA",-49.81157847,-2.241521031,"Missing Asset ID","Missing Asset ID",0.0449999999969887,0,-0.0449999999969887
"22554362","B","NA",144.19655884,0,6.488845148,0,"N","NA",-144.19655884,-6.488845148,"Missing Asset ID","Missing Asset ID",0.045000000001387,0,-0.045000000001387
"22643243","AAA","NA",115788.925707995,0,0,0,"N","NA",-115788.925707995,0,"Missing Asset ID","Missing Asset ID",0,0,0
"22681142","AAA","NA",81006.01182042,0,0,0,"N","NA",-81006.01182042,0,"Missing Asset ID","Missing Asset ID",0,0,0
"22911772","AAA","NA",61031.375035,0,0,0,"N","NA",-61031.375035,0,"Missing Asset ID","Missing Asset ID",0,0,0
"22965272","AAA","NA",1271.01221601,0,0,0,"N","NA",-1271.01221601,0,"Missing Asset ID","Missing Asset ID",0,0,0
"23120394","AAA","NA",222111.00917708,0,0,0,"N","NA",-222111.00917708,0,"Missing Asset ID","Missing Asset ID",0,0,0
"23136323","AAA","NA",55728.9006465,0,0,0,"N","NA",-55728.9006465,0,"Missing Asset ID","Missing Asset ID",0,0,0
"23170668","A","NA",8.974579387,0,0.098720373,0,"N","NA",-8.974579387,-0.098720373,"Missing Asset ID","Missing Asset ID",0.0109999999713636,0,-0.0109999999713636
"23207367","B","NA",222.43081931,0,10.009386868,0,"N","NA",-222.43081931,-10.009386868,"Missing Asset ID","Missing Asset ID",0.044999999995729,0,-0.044999999995729
"23217001","AAA","NA",735075.4662,0,0,0,"N","NA",-735075.4662,0,"Missing Asset ID","Missing Asset ID",0,0,0
"23217002","AAA","NA",305202.26611497,0,0,0,"N","NA",-305202.26611497,0,"Missing Asset ID","Missing Asset ID",0,0,0
"23297836","AAA","NA",264871.2855229,0,0,0,"N","NA",-264871.2855229,0,"Missing Asset ID","Missing Asset ID",0,0,0
"23383749","AAA","NA",3139.478042,0,0,0,"N","NA",-3139.478042,0,"Missing Asset ID","Missing Asset ID",0,0,0
"23409685","AAA","NA",89888.25842,0,0,0,"N","NA",-89888.25842,0,"Missing Asset ID","Missing Asset ID",0,0,0
"23523029","AAA","NA",1522.931101256,0,0,0,"N","NA",-1522.931101256,0,"Missing Asset ID","Missing Asset ID",0,0,0
"23531153","B","NA",340.8397549,0,15.337788972,0,"N","NA",-340.8397549,-15.337788972,"Missing Asset ID","Missing Asset ID",0.0450000000044009,0,-0.0450000000044009
"23531246","B","NA",843.8375675,0,37.97269053,0,"N","NA",-843.8375675,-37.97269053,"Missing Asset ID","Missing Asset ID",0.044999999991112,0,-0.044999999991112
"23584591","AAA","NA",189700.025,0,0,0,"N","NA",-189700.025,0,"Missing Asset ID","Missing Asset ID",0,0,0
"23646036","AAA","NA",13275.00954,0,0,0,"N","NA",-13275.00954,0,"Missing Asset ID","Missing Asset ID",0,0,0
"23652272","AAA","NA",14503.8007746,0,0,0,"N","NA",-14503.8007746,0,"Missing Asset ID","Missing Asset ID",0,0,0
"23825641","AAA","NA",3879.785472,0,0,0,"N","NA",-3879.785472,0,"Missing Asset ID","Missing Asset ID",0,0,0
"23947594","AAA","NA",12036.39103,0,0,0,"N","NA",-12036.39103,0,"Missing Asset ID","Missing Asset ID",0,0,0
"23984548","AAA","NA",8979.20010267,0,0,0,"N","NA",-8979.20010267,0,"Missing Asset ID","Missing Asset ID",0,0,0
"24007403","AAA","NA",43821.6118375,0,0,0,"N","NA",-43821.6118375,0,"Missing Asset ID","Missing Asset ID",0,0,0
"24082560","AAA","NA",15625.2263706,0,0,0,"N","NA",-15625.2263706,0,"Missing Asset ID","Missing Asset ID",0,0,0
"24094839","AAA","NA",8469.218651,0,0,0,"N","NA",-8469.218651,0,"Missing Asset ID","Missing Asset ID",0,0,0
"24123130","AAA","NA",3727.32824791,0,0,0,"N","NA",-3727.32824791,0,"Missing Asset ID","Missing Asset ID",0,0,0
"24394850","A","NA",98.44681411,0,1.082914955,0,"N","NA",-98.44681411,-1.082914955,"Missing Asset ID","Missing Asset ID",0.0109999999978669,0,-0.0109999999978669
"3135693","AAA","NA",1783.63803318,0,0,0,"N","NA",-1783.63803318,0,"Missing Asset ID","Missing Asset ID",0,0,0
"9262854","BB","NA",11.510227792,0,0.721346912,0,"N","NA",-11.510227792,-0.721346912,"Missing Asset ID","Missing Asset ID",0.0626700813429045,0,-0.0626700813429045
