"Asset_ID","Rating_PQ","Rating_CQ","MV_PQ","MV_CQ","CC_PQ","CC_CQ","LT_Flag_PQ","LT_Flag_CQ","deltaMV","deltaCC","CheckRating","Check_LT_Flag","CC_MV_Ratio_PQ","CC_MV_Ratio_CQ","delta_CC_MV_ratio"
"4766563","A","A",1777.961511,1743.7827316,28.44738418,27.900523701,"N","N",-34.1787794000002,-0.546860479000003,"No Change in Rating","No Change in LT_Flag",0.0160000000022498,0.0159999999973621,-4.88770829365492e-12
"482236","BBB","BBB",505.1275054,397.3020958,14.14357015,11.124458681,"N","N",-107.8254096,-3.019111469,"No Change in Rating","No Change in LT_Flag",0.0279999999976244,0.0279999999964762,-1.1481302020222e-12
"482623","AAA","AAA",6.244358768,3.49263065,0.062443588,0.034926306,"N","N",-2.751728118,-0.027517282,"No Change in Rating","No Change in LT_Flag",0.0100000000512463,0.00999999985684143,-1.94404822101424e-10
"4948114","A","A",427.5587643,84.01568279,6.840940228,1.344250924,"N","N",-343.54308151,-5.496689304,"No Change in Rating","No Change in LT_Flag",0.0159999999981289,0.0159999999923824,-5.74653519214152e-12
"525297","AAA","AAA",26.08210221,25.906100455,0.260821022,0.259061005,"N","N",-0.176001754999998,-0.001760017,"No Change in Rating","No Change in LT_Flag",0.00999999999616595,0.0100000000173704,2.12044722058824e-11
"6058800","BBB","BBB",266.3106829,231.36266274,7.456699121,6.478154556,"N","N",-34.94802016,-0.978544565,"No Change in Rating","No Change in LT_Flag",0.027999999999249,0.027999999996888,-2.36099334527395e-12
"6181983","BBB","BBB",468.457649,389.7242288,13.11681417,10.912278406,"N","N",-78.7334202,-2.204535764,"No Change in Rating","No Change in LT_Flag",0.0279999999957307,0.0279999999989736,3.24296145493008e-12
"6313452","A","A",402.733532,336.4280369,6.443736513,5.382848591,"N","N",-66.3054951,-1.060887922,"No Change in Rating","No Change in LT_Flag",0.016000000002483,0.0160000000017834,-6.99589691732783e-13
"6846432","AAA","AAA",95.32064697,48.83943245,0.95320647,0.488394325,"N","N",-46.48121452,-0.464812145,"No Change in Rating","No Change in LT_Flag",0.0100000000031473,0.0100000000102376,7.09035781476519e-12
"6958102","AAA","AAA",28.93889129,0.868722751,0.289388913,0.008687228,"N","N",-28.070168539,-0.280701685,"No Change in Rating","No Change in LT_Flag",0.0100000000034556,0.0100000005640465,5.60590912232484e-10
"6981536","A","A",259.8959877,226.7029517,4.158335803,3.627247226,"N","N",-33.193036,-0.531088577,"No Change in Rating","No Change in LT_Flag",0.0159999999992305,0.0159999999947067,-4.52373555281937e-12
"6987699","A","A",24.21864736,19.587223935,0.387498358,0.313395583,"N","N",-4.631423425,-0.074102775,"No Change in Rating","No Change in LT_Flag",0.0160000000099097,0.0160000000020421,-7.86757464732446e-12
"7013364","BBB","BBB",428.3634554,378.5067297,11.99417675,10.598188433,"N","N",-49.8567257000001,-1.395988317,"No Change in Rating","No Change in LT_Flag",0.0279999999971986,0.0280000000036988,6.50011294789365e-12
"7051864","BBB","BBB",529.0670357,519.81404,14.813877,14.554793122,"N","N",-9.25299570000004,-0.259083878,"No Change in Rating","No Change in LT_Flag",0.028000000000756,0.0280000000038475,3.09148540100779e-12
"7069332","NA","BBB",0,153.68327634,0,4.303131737,"NA","N",153.68327634,4.303131737,"Missing Asset ID","Missing Asset ID",0,0.0279999999966164,0.0279999999966164
"7116524","A","A",205.648705,156.52742089,3.290379279,2.504438734,"N","N",-49.12128411,-0.785940545,"No Change in Rating","No Change in LT_Flag",0.0159999999951373,0.0159999999984667,3.32938190905629e-12
"7175530","AAA","AAA",78.22847615,31.031166782,0.782284761,0.310311668,"N","N",-47.197309368,-0.471973093,"No Change in Rating","No Change in LT_Flag",0.00999999999360847,0.0100000000058006,1.21921535367608e-11
"7196979","BBB","BBB",256.7664321,218.81686867,7.189460097,6.126872323,"N","N",-37.94956343,-1.062587774,"No Change in Rating","No Change in LT_Flag",0.0279999999929897,0.0280000000010968,8.10706710097087e-12
"7217343","A","A",151.1505162,119.6973369,2.418408259,1.915157391,"N","N",-31.4531793,-0.503250868,"No Change in Rating","No Change in LT_Flag",0.0159999999986768,0.0160000000050126,6.33582769582475e-12
"7223154","BBB","A",62.94557775,58.77676227,1.762476177,0.940428196,"N","N",-4.16881548000001,-0.822047981,"Change in Rating","No Change in LT_Flag",0.028,0.0159999999945557,-0.0120000000054443
"7313749","AA","AA",280.0525006,232.60361993,3.360630008,2.791243439,"N","N",-47.44888067,-0.569386569,"No Change in Rating","No Change in LT_Flag",0.0120000000028566,0.0119999999993121,-3.54447200756614e-12
"1006987","AAA","NA",0.04821245,0,0.001685018,0,"N","NA",-0.04821245,-0.001685018,"Missing Asset ID","Missing Asset ID",0.0349498521647417,0,-0.0349498521647417
"20151593","BBB","NA",11.230490382,0,0.314453731,0,"N","NA",-11.230490382,-0.314453731,"Missing Asset ID","Missing Asset ID",0.0280000000270692,0,-0.0280000000270692
"2733769","AAA","NA",0.429929678,0,0.004299297,0,"N","NA",-0.429929678,-0.004299297,"Missing Asset ID","Missing Asset ID",0.0100000005117116,0,-0.0100000005117116
"2738146","AAA","NA",0.260652807,0,0.002606528,0,"N","NA",-0.260652807,-0.002606528,"Missing Asset ID","Missing Asset ID",0.00999999973144352,0,-0.00999999973144352
"667547","AAA","NA",350075.55,0,25455.46403,0,"Y","NA",-350075.55,-25455.46403,"Missing Asset ID","Missing Asset ID",0.0727142013488231,0,-0.0727142013488231
"6862136","AA","NA",13.589981,0,0.163079772,0,"N","NA",-13.589981,-0.163079772,"Missing Asset ID","Missing Asset ID",0.012,0,-0.012
"9718804","AA","NA",25507.66,0,255.47306,0,"Y","NA",-25507.66,-255.47306,"Missing Asset ID","Missing Asset ID",0.0100155427820506,0,-0.0100155427820506
